,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
7,2025-01-01,Portsmouth,Swansea,"1,11","1,46",No decision Made,"Home: Portsmouth, Away: Swansea
Pts (All M): 20 VS 33
Pts Against Higher: 1 VS 14
Pts (Last 5): 10 VS 7
Position: 23 VS 10

BTTS (All M): 0.5 VS 0.5
Shots (All M):  13.2 VS 9.8
Shots (Last 5):  13.4 VS 10.0
Shots (AHR):  9.7 VS 9.8

Shots Tar (All M):  4.2 VS 2.9
Shots Tar (Last 5):  4.8 VS 4.0
Shots Tar (AHR):  1.3 VS 2.9

HT Gs (All M)):  0.6 VS 0.6
HT Gs (Last 5):  1.2 VS 0.8
HT Gs (AHR):  0.0 VS 0.6
FT Gs (All M)):  1.3 VS 0.8
FT Gs (Last 5):  2.2 VS 1.2
FT Gs (AHR):  0.3 VS 0.8

Scored at least 1 Goal (All M):  0.6 VS 0.5
Average conceded per match (All M): 1.1 VS 1.0
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.33 VS 0.5
"
8,2025-01-01,QPR,Watford,"1,11","2,08",No decision Made,"Home: QPR, Away: Watford
Pts (All M): 26 VS 37
Pts Against Higher: 1 VS 6
Pts (Last 5): 10 VS 5
Position: 17 VS 6

BTTS (All M): 0.75 VS 0.64
Shots (All M):  15.2 VS 10.2
Shots (Last 5):  13.2 VS 11.2
Shots (AHR):  11.7 VS 9.8

Shots Tar (All M):  5.3 VS 3.3
Shots Tar (Last 5):  4.6 VS 3.4
Shots Tar (AHR):  4.7 VS 3.2

HT Gs (All M)):  0.6 VS 0.5
HT Gs (Last 5):  0.4 VS 0.6
HT Gs (AHR):  0.3 VS 0.3
FT Gs (All M)):  1.2 VS 1.4
FT Gs (Last 5):  1.8 VS 2.0
FT Gs (AHR):  0.7 VS 1.3

Scored at least 1 Goal (All M):  0.92 VS 0.64
Average conceded per match (All M): 1.42 VS 2.09
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.56
"
9,2025-01-01,Sheffield Weds,Derby,"1,34","0,79",No decision Made,"Home: Sheffield Weds, Away: Derby
Pts (All M): 33 VS 27
Pts Against Higher: 12 VS 3
Pts (Last 5): 8 VS 5
Position: 11 VS 16

BTTS (All M): 0.42 VS 0.67
Shots (All M):  13.5 VS 7.8
Shots (Last 5):  12.6 VS 5.4
Shots (AHR):  11.5 VS 6.9

Shots Tar (All M):  4.1 VS 2.2
Shots Tar (Last 5):  4.0 VS 1.4
Shots Tar (AHR):  3.5 VS 2.0

HT Gs (All M)):  0.6 VS 0.2
HT Gs (Last 5):  0.6 VS 0.4
HT Gs (AHR):  0.5 VS 0.2
FT Gs (All M)):  1.3 VS 0.8
FT Gs (Last 5):  1.2 VS 0.8
FT Gs (AHR):  1.1 VS 0.6

Scored at least 1 Goal (All M):  0.67 VS 0.67
Average conceded per match (All M): 1.33 VS 1.58
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.6 VS 0.5
"
10,2025-01-01,Sunderland,Sheffield United,"1,10","0,93",No decision Made,"Home: Sunderland, Away: Sheffield United
Pts (All M): 44 VS 51
Pts Against Higher: 7 VS 4
Pts (Last 5): 9 VS 11
Position: 4 VS 2

BTTS (All M): 0.45 VS 0.33
Shots (All M):  14.0 VS 10.8
Shots (Last 5):  16.0 VS 10.2
Shots (AHR):  12.3 VS 11.5

Shots Tar (All M):  4.5 VS 3.8
Shots Tar (Last 5):  5.2 VS 3.4
Shots Tar (AHR):  3.0 VS 4.8

HT Gs (All M)):  1.0 VS 0.8
HT Gs (Last 5):  0.6 VS 1.0
HT Gs (AHR):  1.0 VS 0.8
FT Gs (All M)):  1.7 VS 1.3
FT Gs (Last 5):  1.4 VS 1.8
FT Gs (AHR):  1.3 VS 1.0

Scored at least 1 Goal (All M):  0.91 VS 0.75
Average conceded per match (All M): 0.64 VS 0.75
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 0.5
"
12,2025-01-01,Accrington,Grimsby,"1,03","1,87",No decision Made,"Home: Accrington, Away: Grimsby
Pts (All M): 19 VS 37
Pts Against Higher: 2 VS 19
Pts (Last 5): 5 VS 10
Position: 22 VS 2

BTTS (All M): 0.6 VS 0.45
Shots (All M):  10.6 VS 10.0
Shots (Last 5):  8.0 VS 10.6
Shots (AHR):  8.5 VS 10.0

Shots Tar (All M):  3.4 VS 3.5
Shots Tar (Last 5):  2.8 VS 3.6
Shots Tar (AHR):  2.5 VS 3.5

HT Gs (All M)):  1.0 VS 0.7
HT Gs (Last 5):  0.8 VS 0.6
HT Gs (AHR):  1.0 VS 0.7
FT Gs (All M)):  1.2 VS 1.3
FT Gs (Last 5):  0.8 VS 1.2
FT Gs (AHR):  1.0 VS 1.3

Scored at least 1 Goal (All M):  0.7 VS 0.82
Average conceded per match (All M): 1.4 VS 1.18
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.5 VS 0.82
"
13,2025-01-01,Barrow,Bradford,"1,60","0,88",No decision Made,"Home: Barrow, Away: Bradford
Pts (All M): 27 VS 34
Pts Against Higher: 7 VS 6
Pts (Last 5): 5 VS 3
Position: 17 VS 9

BTTS (All M): 0.5 VS 0.73
Shots (All M):  11.5 VS 10.4
Shots (Last 5):  11.0 VS 12.0
Shots (AHR):  11.0 VS 10.2

Shots Tar (All M):  5.3 VS 2.7
Shots Tar (Last 5):  5.4 VS 3.0
Shots Tar (AHR):  5.5 VS 2.9

HT Gs (All M)):  0.8 VS 0.6
HT Gs (Last 5):  1.0 VS 0.4
HT Gs (AHR):  0.8 VS 0.6
FT Gs (All M)):  1.5 VS 1.0
FT Gs (Last 5):  1.0 VS 0.6
FT Gs (AHR):  1.8 VS 0.9

Scored at least 1 Goal (All M):  0.9 VS 0.82
Average conceded per match (All M): 0.8 VS 1.36
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  1.0 VS 0.75
"
14,2025-01-01,Chesterfield,Milton Keynes Dons,"1,91","1,37",No decision Made,"Home: Chesterfield, Away: Milton Keynes Dons
Pts (All M): 34 VS 31
Pts Against Higher: 10 VS 3
Pts (Last 5): 10 VS 10
Position: 10 VS 12

BTTS (All M): 0.64 VS 0.62
Shots (All M):  13.4 VS 13.4
Shots (Last 5):  14.2 VS 14.4
Shots (AHR):  11.5 VS 12.0

Shots Tar (All M):  4.5 VS 5.2
Shots Tar (Last 5):  5.2 VS 6.4
Shots Tar (AHR):  3.8 VS 4.0

HT Gs (All M)):  0.8 VS 0.9
HT Gs (Last 5):  0.6 VS 1.4
HT Gs (AHR):  1.0 VS 0.0
FT Gs (All M)):  1.4 VS 1.9
FT Gs (Last 5):  1.2 VS 3.0
FT Gs (AHR):  1.5 VS 1.0

Scored at least 1 Goal (All M):  0.91 VS 0.62
Average conceded per match (All M): 1.09 VS 2.0
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 0.33
"
15,2025-01-01,Crewe,Carlisle,"1,61","0,62",No decision Made,"Home: Crewe, Away: Carlisle
Pts (All M): 36 VS 18
Pts Against Higher: 19 VS 4
Pts (Last 5): 9 VS 5
Position: 8 VS 23

BTTS (All M): 0.3 VS 0.4
Shots (All M):  10.2 VS 10.3
Shots (Last 5):  9.4 VS 9.2
Shots (AHR):  10.2 VS 7.2

Shots Tar (All M):  3.3 VS 2.8
Shots Tar (Last 5):  2.8 VS 2.2
Shots Tar (AHR):  3.3 VS 2.4

HT Gs (All M)):  0.7 VS 0.1
HT Gs (Last 5):  0.6 VS 0.0
HT Gs (AHR):  0.7 VS 0.0
FT Gs (All M)):  1.3 VS 0.7
FT Gs (Last 5):  1.4 VS 0.6
FT Gs (AHR):  1.3 VS 0.6

Scored at least 1 Goal (All M):  0.7 VS 0.6
Average conceded per match (All M): 0.8 VS 1.7
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.7 VS 0.6
"
16,2025-01-01,Doncaster,Fleetwood Town,"1,28","1,36",No decision Made,"Home: Doncaster, Away: Fleetwood Town
Pts (All M): 37 VS 27
Pts Against Higher: 10 VS 4
Pts (Last 5): 6 VS 4
Position: 3 VS 16

BTTS (All M): 0.55 VS 0.56
Shots (All M):  15.4 VS 9.9
Shots (Last 5):  18.4 VS 9.6
Shots (AHR):  15.0 VS 8.0

Shots Tar (All M):  4.5 VS 3.3
Shots Tar (Last 5):  5.8 VS 3.2
Shots Tar (AHR):  4.0 VS 3.8

HT Gs (All M)):  0.4 VS 0.7
HT Gs (Last 5):  0.2 VS 0.4
HT Gs (AHR):  0.1 VS 0.8
FT Gs (All M)):  1.4 VS 1.7
FT Gs (Last 5):  1.4 VS 1.6
FT Gs (AHR):  0.9 VS 2.2

Scored at least 1 Goal (All M):  0.82 VS 0.67
Average conceded per match (All M): 1.0 VS 1.67
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.75 VS 0.75
"
17,2025-01-01,Harrogate,Salford,"1,08","0,90",No decision Made,"Home: Harrogate, Away: Salford
Pts (All M): 22 VS 36
Pts Against Higher: 9 VS 12
Pts (Last 5): 3 VS 8
Position: 19 VS 7

BTTS (All M): 0.36 VS 0.6
Shots (All M):  9.3 VS 8.8
Shots (Last 5):  9.8 VS 9.6
Shots (AHR):  7.7 VS 8.8

Shots Tar (All M):  3.5 VS 3.3
Shots Tar (Last 5):  3.0 VS 3.8
Shots Tar (AHR):  3.0 VS 3.3

HT Gs (All M)):  0.5 VS 0.2
HT Gs (Last 5):  0.0 VS 0.2
HT Gs (AHR):  0.7 VS 0.2
FT Gs (All M)):  0.8 VS 1.0
FT Gs (Last 5):  0.6 VS 1.4
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.55 VS 0.7
Average conceded per match (All M): 1.64 VS 1.0
Scored at least 1 Goal (Last 5)):  0.4 VS 0.8
Scored at least 1 Goal (AHR):  0.5 VS 0.7
"
18,2025-01-01,Morecambe,Tranmere,"1,31","1,49",No decision Made,"Home: Morecambe, Away: Tranmere
Pts (All M): 17 VS 22
Pts Against Higher: 3 VS 8
Pts (Last 5): 0 VS 3
Position: 24 VS 20

BTTS (All M): 0.5 VS 0.5
Shots (All M):  11.7 VS 10.4
Shots (Last 5):  11.8 VS 10.4
Shots (AHR):  11.7 VS 10.4

Shots Tar (All M):  3.4 VS 3.4
Shots Tar (Last 5):  2.4 VS 3.4
Shots Tar (AHR):  3.4 VS 3.4

HT Gs (All M)):  0.5 VS 0.3
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.5 VS 0.3
FT Gs (All M)):  0.8 VS 0.7
FT Gs (Last 5):  0.6 VS 0.8
FT Gs (AHR):  0.8 VS 0.7

Scored at least 1 Goal (All M):  0.5 VS 0.5
Average conceded per match (All M): 2.1 VS 1.9
Scored at least 1 Goal (Last 5)):  0.4 VS 0.6
Scored at least 1 Goal (AHR):  0.5 VS 0.5
"
19,2025-01-01,Notts County,Walsall,"0,85","1,56",No decision Made,"Home: Notts County, Away: Walsall
Pts (All M): 37 VS 49
Pts Against Higher: 6 VS 13
Pts (Last 5): 10 VS 13
Position: 4 VS 1

BTTS (All M): 0.22 VS 0.2
Shots (All M):  16.7 VS 13.5
Shots (Last 5):  18.2 VS 13.0
Shots (AHR):  14.0 VS 12.8

Shots Tar (All M):  5.8 VS 4.5
Shots Tar (Last 5):  5.4 VS 4.8
Shots Tar (AHR):  4.0 VS 4.4

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  0.6 VS 0.2
HT Gs (AHR):  1.0 VS 0.2
FT Gs (All M)):  1.4 VS 1.6
FT Gs (Last 5):  1.0 VS 1.6
FT Gs (AHR):  1.7 VS 2.0

Scored at least 1 Goal (All M):  0.67 VS 0.7
Average conceded per match (All M): 0.56 VS 0.5
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 1.0
"
20,2025-01-01,Port Vale,Cheltenham,"2,14","1,47",No decision Made,"Home: Port Vale, Away: Cheltenham
Pts (All M): 37 VS 30
Pts Against Higher: 7 VS 2
Pts (Last 5): 8 VS 8
Position: 6 VS 13

BTTS (All M): 0.6 VS 0.9
Shots (All M):  11.4 VS 8.8
Shots (Last 5):  9.2 VS 9.4
Shots (AHR):  10.4 VS 8.8

Shots Tar (All M):  3.3 VS 3.3
Shots Tar (Last 5):  2.2 VS 3.6
Shots Tar (AHR):  3.0 VS 2.8

HT Gs (All M)):  0.6 VS 0.8
HT Gs (Last 5):  0.8 VS 1.4
HT Gs (AHR):  1.0 VS 0.2
FT Gs (All M)):  1.3 VS 1.5
FT Gs (Last 5):  1.4 VS 1.8
FT Gs (AHR):  1.4 VS 1.4

Scored at least 1 Goal (All M):  0.7 VS 1.0
Average conceded per match (All M): 1.0 VS 1.8
Scored at least 1 Goal (Last 5)):  0.6 VS 1.0
Scored at least 1 Goal (AHR):  0.8 VS 1.0
"
21,2025-01-01,Swindon,Colchester,"1,60","1,05",No decision Made,"Home: Swindon, Away: Colchester
Pts (All M): 21 VS 27
Pts Against Higher: 10 VS 10
Pts (Last 5): 7 VS 7
Position: 21 VS 15

BTTS (All M): 0.6 VS 0.6
Shots (All M):  12.1 VS 9.6
Shots (Last 5):  11.0 VS 7.2
Shots (AHR):  11.7 VS 9.6

Shots Tar (All M):  3.1 VS 3.0
Shots Tar (Last 5):  3.0 VS 2.4
Shots Tar (AHR):  3.4 VS 3.0

HT Gs (All M)):  1.0 VS 0.4
HT Gs (Last 5):  1.0 VS 0.2
HT Gs (AHR):  1.3 VS 0.4
FT Gs (All M)):  1.5 VS 1.0
FT Gs (Last 5):  2.0 VS 0.6
FT Gs (AHR):  1.9 VS 1.0

Scored at least 1 Goal (All M):  0.7 VS 0.7
Average conceded per match (All M): 1.6 VS 1.5
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.86 VS 0.7
"
22,2025-01-01,Barnsley,Wrexham,"1,40","1,30",No decision Made,"Home: Barnsley, Away: Wrexham
Pts (All M): 36 VS 48
Pts Against Higher: 3 VS 2
Pts (Last 5): 4 VS 8
Position: 7 VS 2

BTTS (All M): 0.73 VS 0.3
Shots (All M):  16.1 VS 10.1
Shots (Last 5):  15.6 VS 13.0
Shots (AHR):  14.5 VS 8.8

Shots Tar (All M):  5.2 VS 2.7
Shots Tar (Last 5):  4.4 VS 3.2
Shots Tar (AHR):  5.0 VS 2.0

HT Gs (All M)):  0.6 VS 0.6
HT Gs (Last 5):  0.4 VS 0.6
HT Gs (AHR):  0.5 VS 0.5
FT Gs (All M)):  1.4 VS 0.8
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  1.5 VS 0.8

Scored at least 1 Goal (All M):  0.82 VS 0.6
Average conceded per match (All M): 1.73 VS 0.8
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 0.5
"
23,2025-01-01,Blackpool,Shrewsbury,"1,31","1,21",No decision Made,"Home: Blackpool, Away: Shrewsbury
Pts (All M): 28 VS 16
Pts Against Higher: 8 VS 2
Pts (Last 5): 4 VS 4
Position: 15 VS 23

BTTS (All M): 0.56 VS 0.5
Shots (All M):  16.0 VS 10.5
Shots (Last 5):  16.4 VS 12.8
Shots (AHR):  16.0 VS 8.2

Shots Tar (All M):  5.0 VS 3.3
Shots Tar (Last 5):  4.6 VS 3.8
Shots Tar (AHR):  4.9 VS 2.8

HT Gs (All M)):  0.4 VS 0.4
HT Gs (Last 5):  0.2 VS 0.2
HT Gs (AHR):  0.4 VS 0.5
FT Gs (All M)):  1.2 VS 1.1
FT Gs (Last 5):  0.8 VS 1.6
FT Gs (AHR):  1.0 VS 0.8

Scored at least 1 Goal (All M):  0.67 VS 0.5
Average conceded per match (All M): 1.22 VS 2.1
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.62 VS 0.5
"
24,2025-01-01,Bristol Rvs,Leyton Orient,"1,32","1,77",No decision Made,"Home: Bristol Rvs, Away: Leyton Orient
Pts (All M): 22 VS 31
Pts Against Higher: 5 VS 13
Pts (Last 5): 6 VS 7
Position: 19 VS 12

BTTS (All M): 0.4 VS 0.2
Shots (All M):  9.3 VS 7.6
Shots (Last 5):  8.4 VS 6.0
Shots (AHR):  6.5 VS 7.8

Shots Tar (All M):  2.6 VS 3.0
Shots Tar (Last 5):  2.0 VS 3.0
Shots Tar (AHR):  2.0 VS 3.2

HT Gs (All M)):  0.4 VS 0.6
HT Gs (Last 5):  0.2 VS 0.6
HT Gs (AHR):  0.8 VS 0.7
FT Gs (All M)):  1.0 VS 1.2
FT Gs (Last 5):  0.6 VS 1.2
FT Gs (AHR):  1.5 VS 1.3

Scored at least 1 Goal (All M):  0.7 VS 0.5
Average conceded per match (All M): 1.2 VS 1.1
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  1.0 VS 0.56
"
